"automated","collectionProtocol","comments","createdBy","groupNames","inputCount","instrumentName","jobId","jobStatus","name","plateId","primaryProtocol","protocolName","referenceSequenceName","sampleName","sequencingCondition","version","whenStarted"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16578","Completed","ER_18552_3A_HGAP3_repeat","TD_01065_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18552_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Mon Sep 23 12:45:11 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16575","Completed","ER_17903_3A_HGAP3","TD_01065_PS_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_17903_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:39:36 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16574","Completed","ER_18549_3A_HGAP3","TD_01065_PS_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18549_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:38:43 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16573","Completed","ER_18412_3A_HGAP3","TD_01065_PS_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18412_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:38:03 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16572","Completed","ER_18602_3A_HGAP3","TD_01065_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18602_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:37:23 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16571","Completed","ER_18983_3A_HGAP3","TD_01065_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18983_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:36:44 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16570","Completed","ER_18558_3A_HGAP3","TD_01065_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18558_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sun Sep 15 11:35:58 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16569","Completed","PS_00238_3A_HGAP3","TD_01065_PS_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_PS_00238_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sat Sep 14 13:02:32 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16568","Completed","PS_00240_3A_HGAP3","TD_01065_PS_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_PS_00240_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sat Sep 14 13:01:36 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16567","Failed","ER_18552_3A_HGAP3","TD_01065_ER_isolates_P6_091319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18552_3A_PHT_P6_091319_MOCPW_70pM","","2.3.0","Sat Sep 14 13:00:29 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16566","Completed","ER_15314_3A_HGAP3","TD_01087_HERV_Pool_TD_01065_ER_isolates_P6_091019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15314_3A_BP_P6_091019_MOCPW_80pM","","2.3.0","Fri Sep 13 14:56:20 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16565","Completed","ER_15298_3A_HGAP3","TD_01087_HERV_Pool_TD_01065_ER_isolates_P6_091019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15298_3A_BP_P6_091019_MOCPW_80pM","","2.3.0","Fri Sep 13 14:55:17 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16564","Completed","ER_17974_3A_HGAP3","TD_01087_HERV_Pool_TD_01065_ER_isolates_P6_091019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_17974_3A_BP_P6_091019_MOCPW_80pM","","2.3.0","Fri Sep 13 14:54:33 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16563","Completed","ER_15256_3A_HGAP3","TD_00599_ER_isolates_P6_082819_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15256_3A_PHT_P6_082819_MOCPW_80pM","","2.3.0","Fri Aug 30 13:06:30 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16562","Completed","ER_15297_3A_HGAP3","TD_00599_ER_isolates_P6_082819_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15297_3A_PHT_P6_082819_MOCPW_80pM","","2.3.0","Fri Aug 30 13:05:42 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16561","Completed","ER_15263_3A_HGAP3","TD_00599_ER_isolates_P6_082819_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15263_3A_PHT_P6_082819_MOCPW_80pM","","2.3.0","Fri Aug 30 13:05:08 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16560","Completed","ER_15253_3A_HGAP3","TD_00599_ER_isolates_P6_082819_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15253_3A_PHT_P6_082819_MOCPW_80pM","","2.3.0","Thu Aug 29 14:17:59 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16559","Completed","ER_15239_3A_HGAP3","TD_00599_ER_isolates_P6_082819_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15239_3A_PHT_P6_082819_MOCPW_80pM","","2.3.0","Thu Aug 29 14:17:26 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16558","Completed","ER_15528_3A_HGAP3","TD_01065_ER_isolates_P6_082319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_15528_3A_BP_P6_082319_MOCPW_70pM","","2.3.0","Mon Aug 26 14:20:16 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16557","Completed","ER_15513_3A_HGAP3","TD_01065_ER_isolates_P6_082319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_15513_3A_BP_P6_082319_MOCPW_70pM","","2.3.0","Mon Aug 26 14:18:25 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16556","Completed","ER_15443_3A_HGAP3","TD_01065_ER_isolates_P6_082319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_15443_3A_BP_P6_082319_MOCPW_80pM","","2.3.0","Mon Aug 26 14:14:47 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16555","Completed","ER_15569_3A_HGAP3","TD_01065_ER_isolates_P6_082319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_15569_3A_BP_P6_082319_MOCPW_70pM","","2.3.0","Mon Aug 26 14:13:47 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16554","Completed","ER_15563_3A_HGAP3","TD_01065_ER_isolates_P6_082319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_15563_3A_BP_P6_082319_MOCPW_70pM","","2.3.0","Mon Aug 26 14:12:57 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16553","Completed","ER_15516_3A_HGAP3","TD_01065_ER_isolates_P6_082319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_15516_3A_BP_P6_082319_MOCPW_90pM","","2.3.0","Mon Aug 26 14:11:05 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16552","Completed","ER_15471_3A_HGAP3","TD_01065_ER_isolates_P6_082319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_15471_3A_BP_P6_082319_MOCPW_70pM","","2.3.0","Mon Aug 26 14:10:29 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16551","Completed","ER_15560_3A_HGAP3","TD_01065_ER_isolates_P6_082319_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_15560_3A_BP_P6_082319_MOCPW_70pM","","2.3.0","Mon Aug 26 14:09:58 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16550","Completed","CD_02593_2A_HGAP3","TD_01065_CD_ER_isolates_P6_082019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02593_2A_PHT_P6_082019_MOCPW_70pM","","2.3.0","Thu Aug 22 16:24:26 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16549","Completed","ER_17977_3A_HGAP3","TD_01065_CD_ER_isolates_P6_082019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_17977_3A_PHT_P6_082019_MOCPW_70pM","","2.3.0","Thu Aug 22 14:10:46 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16548","Completed","CD_02569_2A_HGAP3","TD_01065_CD_ER_isolates_P6_082019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02569_2A_BP_P6_082019_MOCPW_70pM","","2.3.0","Thu Aug 22 14:10:00 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16547","Completed","CD_02547_2A_HGAP3","TD_01065_CD_ER_isolates_P6_082019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02547_2A_PHT_P6_082019_MOCPW_70pM","","2.3.0","Thu Aug 22 14:09:26 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16546","Completed","CD_02588_2A_HGAP3","TD_01065_CD_ER_isolates_P6_082019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02588_2A_PHT_P6_082019_MOCPW_70pM","","2.3.0","Thu Aug 22 14:08:58 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16545","Completed","ER_18067_3A_HGAP3","TD_01065_CD_ER_isolates_P6_082019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18067_3A_PHT_P6_082019_MOCPW_70pM","","2.3.0","Thu Aug 22 14:08:31 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16544","Completed","CD_02586_2A_HGAP3","TD_01065_CD_ER_isolates_P6_082019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02586_2A_BP_P6_082019_MOCPW_90pM","","2.3.0","Thu Aug 22 14:06:31 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16543","Completed","CD_02568_2A_HGAP3","TD_01065_CD_ER_isolates_P6_082019_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02568_2A_PHT_P6_082019_MOCPW_70pM","","2.3.0","Thu Aug 22 14:05:54 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16542","Completed","TD00593_MAPT_TE_37_SR","TD_01065_CD_isolates_TD_00593_RN_TE_37_P6_0809719_MOCPW","BasecallerV1","RS_Subreads.1","","TD_00593_RN_TE_37_P6_080719_MOCPW_130pM","","2.3.0","Fri Aug 16 22:11:28 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16541","Completed","TD00593_MAPT_TE_35_SR","TD_00599_ER_isolate_TD_00593_RN_TE_TD_01061_WAM_TD_01017_HERV_P6_080819_MOCPW","BasecallerV1","RS_Subreads.1","","TD_00593_RN_TE_35_P6_080719_MOCPW_85pM","","2.3.0","Fri Aug 16 22:11:00 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16540","Completed","TD00593_MAPT_TE_33_SR","TD_00599_ER_isolate_TD_00593_RN_TE_TD_01061_WAM_TD_01017_HERV_P6_080819_MOCPW","BasecallerV1","RS_Subreads.1","","TD_00593_RN_TE_33_P6_080719_MOCPW_120pM","","2.3.0","Fri Aug 16 22:10:31 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16539","Completed","TD00593_MAPT_TE_38_SR","TD_00599_ER_isolate_TD_00593_RN_TE_TD_01061_WAM_TD_01017_HERV_P6_080819_MOCPW","BasecallerV1","RS_Subreads.1","","TD_00593_RN_TE_38_P6_080719_MOCPW_85pM","","2.3.0","Fri Aug 16 22:10:09 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16538","Completed","TD00593_MAPT_TE_22_12_SR","TD_00599_CD_ER_isolates_TD_00593_TE_22_TD_00713_KCTNI_rep_P6_080119_MOCPW","BasecallerV1","RS_Subreads.1","","TD_00593_RN_TE_22_12_080119_MO_135pM","","2.3.0","Fri Aug 16 22:09:40 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16537","Completed","TD01061_IGH_TE_WAM_97_SR","TD_00599_ER_isolate_TD_00593_RN_TE_TD_01061_WAM_TD_01017_HERV_P6_080819_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01061_WAM97_CAP_C2_P6_080719_MOCPW_90pM","","2.3.0","Fri Aug 16 22:06:14 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42163R","16536","Completed","TD01061_IGH_TE_WAM53_CAP_C1_SR","TD_00599_ER_isolate_TD_00593_RN_TE_TD_01061_WAM_TD_01017_HERV_P6_080819_MOCPW","BasecallerV1","RS_Subreads.1","","TD_01061_WAM53_CAP_C1_P6_080719_MOCPW_90pM","","2.3.0","Fri Aug 16 22:05:41 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16535","Completed","ER_17315_3A_HGAP3","TD_01065_ER_isolates_TD_01096_Emory_SSC_P6_081419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_17315_3A_PHT_P6_081419_MOCPW_70pM","","2.3.0","Fri Aug 16 17:50:25 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16534","Completed","ER_18014_3A_HGAP3","TD_01065_ER_isolates_TD_01096_Emory_SSC_P6_081419_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_ER_18014_3A_PHT_P6_081419_MOCPW_70pM","","2.3.0","Fri Aug 16 17:49:48 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16533","Completed","CD_01925_2A_HGAP3","TD_01065_CD_isolates_P6_080919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_01925_2A_PHT_P6_080919_MOCPW_80pM","","2.3.0","Mon Aug 12 16:47:25 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16532","Completed","CD_02553_2A_HGAP3","TD_01065_CD_isolates_P6_080919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02553_2A_PHT_P6_080919_MOCPW_70pM","","2.3.0","Mon Aug 12 16:46:35 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16531","Completed","CD_02580_2A_HGAP3","TD_01065_CD_isolates_P6_080919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02580_2A_PHT_P6_080919_MOCPW_80pM","","2.3.0","Mon Aug 12 16:45:43 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16530","Completed","CD_02406_2A_HGAP3","TD_01065_CD_isolates_P6_080919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02406_2A_PHT_P6_080919_MOCPW_70pM","","2.3.0","Mon Aug 12 16:45:06 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16529","Completed","CD_02575_2A_HGAP3","TD_01065_CD_isolates_P6_080919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02575_2A_PHT_P6_080919_MOCPW_90pM","","2.3.0","Mon Aug 12 16:44:35 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16528","Completed","CD_02080_2A_HGAP3","TD_01065_CD_isolates_P6_080919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02080_2A_PHT_P6_080919_MOCPW_70pM","","2.3.0","Mon Aug 12 16:44:03 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16527","Completed","CD_02584_2A_HGAP3","TD_01065_CD_isolates_P6_080919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02584_2A_PHT_P6_080919_MOCPW_70pM","","2.3.0","Mon Aug 12 16:43:29 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16526","Completed","CD_02501_2A_HGAP3","TD_01065_CD_isolates_P6_080919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02501_2A_PHT_P6_080919_MOCPW_70pM","","2.3.0","Mon Aug 12 16:42:57 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16525","Completed","CD_02548_2A_HGAP3","TD_01065_CD_isolates_TD_00593_RN_TE_37_P6_0809719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02548_2A_BP_P6_080919_MOCPW_80pM","","2.3.0","Mon Aug 12 16:42:27 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16524","Completed","CD_02564_2A_HGAP3","TD_01065_CD_isolates_TD_00593_RN_TE_37_P6_0809719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02564_2A_BP_P6_080919_MOCPW_90pM","","2.3.0","Mon Aug 12 16:41:03 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16523","Completed","CD_02411_2A_HGAP3","TD_01065_CD_isolates_TD_00593_RN_TE_37_P6_0809719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02411_2A_BP_P6_080919_MOCPW_90pM","","2.3.0","Mon Aug 12 16:39:43 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16522","Completed","CD_02558_2A_HGAP3","TD_01065_CD_isolates_TD_00593_RN_TE_37_P6_0809719_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD01065_CD_02558_2A_BP_P6_080919_MOCPW_90pM","","2.3.0","Mon Aug 12 16:39:03 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16521","Completed","ER_15317_3A_HGAP3","TD_00599_ER_isolate_TD_00593_RN_TE_TD_01061_WAM_TD_01017_HERV_P6_080819_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15317_3A_BP_P6_080719_MOCPW_70pM","","2.3.0","Mon Aug 12 16:38:22 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16520","Completed","ER_15336_3A_HGAP3","TD_00599_ER_isolates_P6_080219_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15336_3A_BP_P6_080219_MOCPW_80pM","","2.3.0","Thu Aug 08 19:15:43 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16519","Completed","ER_15342_3A_HGAP3","TD_00599_ER_isolates_P6_080219_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15342_3A_BP_P6_080219_MOCPW_80pM","","2.3.0","Thu Aug 08 19:12:54 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16518","Completed","ER_15436_3A_HGAP3","TD_00599_ER_isolates_P6_080219_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15436_3A_BP_P6_080219_MOCPW_70pM","","2.3.0","Thu Aug 08 19:12:13 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16517","Completed","ER_15644_3A_HGAP3","TD_00599_ER_isolates_P6_080219_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15644_3A_BP_P6_080219_MOCPW_70pM","","2.3.0","Thu Aug 08 19:11:39 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16516","Completed","ER_15383_3A_HGAP3","TD_00599_ER_isolates_P6_080219_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15383_3A_BP_P6_080219_MOCPW_90pM","","2.3.0","Thu Aug 08 19:10:52 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16515","Completed","ER_15339_3A_HGAP3","TD_00599_ER_isolates_P6_080219_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15339_3A_BP_P6_080219_MOCPW_80pM","","2.3.0","Thu Aug 08 19:10:22 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42163R","16514","Completed","ER_15643_3A_HGAP3","TD_00599_ER_isolates_P6_080219_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_ER_15643_3A_BP_P6_080219_MOCPW_70pM","","2.3.0","Thu Aug 08 19:09:27 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16513","Completed","CD_02521_2A_HGAP3","TD_00599_CD_ER_isolates_TD_00593_TE_22_TD_00713_KCTNI_rep_P6_080119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_CD_02521_2A_BP_P6_080119_MOCPW_90pM","","2.3.0","Thu Aug 08 19:08:41 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16512","Completed","CD_02542_2A_HGAP3","TD_00599_CD_ER_isolates_TD_00593_TE_22_TD_00713_KCTNI_rep_P6_080119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_CD_02542_2A_BP_P6_080119_MOCPW_70pM","","2.3.0","Thu Aug 08 19:07:49 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16511","Completed","CD_02538_2A_HGAP3","TD_00599_CD_ER_isolates_TD_00593_TE_22_TD_00713_KCTNI_rep_P6_080119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_CD_02538_2A_BP_P6_080119_MOCPW_90pM","","2.3.0","Thu Aug 08 19:07:25 EDT 2019"
"true","MagBead OneCellPerWell v1","","oussenko","all","1","42177R","16510","Completed","CD_02502_2A_HGAP3","TD_00599_CD_ER_isolates_TD_00593_TE_22_TD_00713_KCTNI_rep_P6_080119_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00599_CD_02502_2A_BP_P6_080119_MOCPW_70pM","","2.3.0","Thu Aug 08 19:06:45 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16509","Completed","TD_00829_Klebs_Kp2_B_HGAP3","TD_00514_Farhat_TD_00599_ER_isolates_TD_00829_Klebs_NYU_P6_041919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00829_Klebs_Kp2_B_BP_P6_041919_MOCPW_70pM","","2.3.0","Thu Aug 08 08:13:52 EDT 2019"
"true","MagBead OneCellPerWell v1","","MSmith","all","1","42177R","16508","Completed","TD_00829_Klebs_Kp1_A_HGAP3","TD_00514_Farhat_TD_00599_ER_isolates_TD_00829_Klebs_NYU_P6_041919_MOCPW","BasecallerV1","RS_HGAP_Assembly.3","","TD00829_Klebs_Kp1_A_BP_P6_041919_MOCPW_70pM","","2.3.0","Thu Aug 08 08:13:30 EDT 2019"
"true","Standard Seq v3","","administrator","all","1","42177R","16507","Failed","Copy_of_YK_ER3413_WGA_ROI","TD_00993_Gang_Fang_175bp_072619_SSeq","BasecallerV1","RS_ReadsOfInsert.1","","TD_00993_Ecoli_3413_WGA_T7_072619_SS_200pM","","2.3.0","Wed Aug 07 12:54:37 EDT 2019"
